seed,episode,cluster_id,suite,task_id,spec_uid,episode_seed,initial_state_id,perturbation_width,observation_noise_seed,cold_start,system_success,habit_success,full_vla_success,difference,habit_steps,full_vla_steps,state_before,tau_k
0,534,libero_object_task3,libero_object,3,695cbac4809ebefd,70534,14,0.01,6000534,False,1,1,1,0,174,132,M,0.8
0,545,libero_spatial_task0,libero_spatial,0,bbc4016630b0d0b8,70545,25,0.01,6000545,False,1,1,1,0,79,72,M,0.8
0,546,libero_goal_task2,libero_goal,2,51fece3dbc15a044,70546,26,0.01,6000546,False,1,1,1,0,94,90,M,0.8
0,548,libero_spatial_task0,libero_spatial,0,5aec7a52181f5234,70548,28,0.01,6000548,False,1,1,1,0,75,77,M,0.8
0,552,libero_spatial_task0,libero_spatial,0,3776a0c327aabe8f,70552,32,0.01,6000552,False,1,1,1,0,81,75,M,0.8
0,559,libero_object_task3,libero_object,3,a24ae3f551a9c23b,70559,39,0.01,6000559,False,0,0,1,-1,280,113,M,0.816
0,565,libero_goal_task4,libero_goal,4,7eda4263b88e3459,70565,5,0.01,6000565,False,1,1,1,0,85,83,M,0.8
0,570,libero_goal_task4,libero_goal,4,f7d9d87d606b7680,70570,10,0.01,6000570,False,1,1,1,0,86,89,M,0.8
0,571,libero_goal_task2,libero_goal,2,ff887138393b97f8,70571,11,0.01,6000571,False,1,1,1,0,87,83,M,0.8
0,572,libero_object_task4,libero_object,4,5a389d5b95374c99,70572,12,0.01,6000572,False,1,1,1,0,128,133,M,0.8
0,590,libero_goal_task2,libero_goal,2,aec5f7e12a65a4ac,70590,30,0.01,6000590,False,1,1,1,0,97,84,M,0.8
0,595,libero_goal_task4,libero_goal,4,af549b8561159737,70595,35,0.01,6000595,False,1,1,1,0,76,84,M,0.8
0,599,libero_object_task4,libero_object,4,48a502385bd90dcb,70599,39,0.01,6000599,False,1,1,1,0,136,139,M,0.8
0,600,libero_goal_task4,libero_goal,4,7b6e24f0e5a63907,70600,0,0.01,6000600,False,1,1,1,0,93,83,M,0.8
0,601,libero_spatial_task0,libero_spatial,0,7d7dd493807735fd,70601,1,0.01,6000601,False,1,1,1,0,79,76,M,0.8
0,606,libero_object_task4,libero_object,4,6af45315489d3e06,70606,6,0.01,6000606,False,1,1,1,0,128,135,M,0.8
0,612,libero_object_task4,libero_object,4,7beb976ac5fbe1c0,70612,12,0.01,6000612,False,1,1,1,0,129,135,M,0.8
0,616,libero_spatial_task0,libero_spatial,0,6da8e4b7e4fc3aa7,70616,16,0.01,6000616,False,1,1,1,0,79,77,M,0.8
0,622,libero_spatial_task0,libero_spatial,0,5f40b57a282bd868,70622,22,0.01,6000622,False,1,1,1,0,78,77,M,0.8
0,625,libero_object_task4,libero_object,4,e2f5c976a1fccb03,70625,25,0.01,6000625,False,1,1,1,0,128,128,M,0.8
0,629,libero_goal_task7,libero_goal,7,af2f66729e5dc8d9,70629,29,0.01,6000629,False,1,1,1,0,71,69,M,0.8
0,631,libero_goal_task7,libero_goal,7,c83dfba1327b3c4c,70631,31,0.01,6000631,False,1,1,1,0,70,67,M,0.8
0,635,libero_spatial_task0,libero_spatial,0,6850361769228627,70635,35,0.01,6000635,False,1,1,1,0,79,78,M,0.8
0,654,libero_spatial_task0,libero_spatial,0,95207b71fa84ad30,70654,14,0.01,6000654,False,1,1,1,0,80,87,M,0.8
0,660,libero_goal_task2,libero_goal,2,3e0688dd857628b8,70660,20,0.01,6000660,False,1,1,1,0,100,87,M,0.8
0,664,libero_goal_task7,libero_goal,7,43dd02f0902f506e,70664,24,0.01,6000664,False,1,1,1,0,79,74,M,0.8
0,677,libero_object_task2,libero_object,2,b036071ece43d4a8,70677,37,0.01,6000677,False,1,1,1,0,115,111,M,0.8
0,678,libero_goal_task7,libero_goal,7,3b2fb1429805b70c,70678,38,0.01,6000678,False,1,1,1,0,68,67,M,0.8
0,688,libero_object_task4,libero_object,4,6350abd4a2fa0716,70688,8,0.01,6000688,False,1,1,1,0,127,133,M,0.8
0,691,libero_object_task2,libero_object,2,57497b9e7889a61d,70691,11,0.01,6000691,False,1,1,1,0,115,116,M,0.8
0,692,libero_goal_task2,libero_goal,2,277b187f0964b948,70692,12,0.01,6000692,False,1,1,1,0,99,90,M,0.8
0,697,libero_goal_task1,libero_goal,1,a79592a9bb06a869,70697,17,0.01,6000697,False,1,1,1,0,79,83,M,0.8
0,698,libero_object_task4,libero_object,4,367a8b88d6ffba18,70698,18,0.01,6000698,False,1,1,1,0,142,137,M,0.8
0,704,libero_object_task2,libero_object,2,28b7e896ac72b860,70704,24,0.01,6000704,False,1,1,1,0,114,120,M,0.8
0,707,libero_spatial_task0,libero_spatial,0,b6e7677e495ebcb1,70707,27,0.01,6000707,False,0,0,1,-1,220,87,M,0.816
0,713,libero_object_task4,libero_object,4,2ca0834eaf732fa7,70713,33,0.01,6000713,False,1,1,1,0,142,140,M,0.8
0,715,libero_goal_task1,libero_goal,1,bf07fcfee20ccc91,70715,35,0.01,6000715,False,1,1,1,0,76,81,M,0.8
0,716,libero_goal_task4,libero_goal,4,86c76067f7c1037a,70716,36,0.01,6000716,False,1,1,1,0,86,86,M,0.8
0,727,libero_goal_task1,libero_goal,1,6756ead483ee0b3e,70727,7,0.01,6000727,False,1,1,1,0,78,82,M,0.8
0,728,libero_object_task4,libero_object,4,19de8ba4f0adb5e9,70728,8,0.01,6000728,False,1,1,1,0,127,143,M,0.8
0,732,libero_goal_task2,libero_goal,2,c218840d495fb59d,70732,12,0.01,6000732,False,1,1,1,0,93,86,M,0.8
0,742,libero_goal_task7,libero_goal,7,1807f4f1feae43d6,70742,22,0.01,6000742,False,1,1,1,0,66,78,M,0.8
0,745,libero_object_task8,libero_object,8,1ff8f3b410709b84,70745,25,0.01,6000745,False,1,1,1,0,191,146,M,0.8
0,746,libero_object_task4,libero_object,4,7a3b8c7104a7c794,70746,26,0.01,6000746,False,1,1,1,0,136,140,M,0.8
0,751,libero_goal_task1,libero_goal,1,6d88d3d3fd8ce9c5,70751,31,0.01,6000751,False,1,1,1,0,78,88,M,0.8
0,752,libero_object_task4,libero_object,4,efced822b7c540a1,70752,32,0.01,6000752,False,1,1,1,0,127,141,M,0.8
0,753,libero_spatial_task0,libero_spatial,0,dcab4fa48ef3d600,70753,33,0.01,6000753,False,1,1,1,0,80,75,M,0.812
0,761,libero_goal_task4,libero_goal,4,ea2ab0b25f66815b,70761,1,0.01,6000761,False,1,1,1,0,83,84,M,0.8
0,765,libero_goal_task2,libero_goal,2,acb0dbf582d85b53,70765,5,0.01,6000765,False,1,1,1,0,91,87,M,0.8
0,768,libero_object_task8,libero_object,8,0c7f1f8c32bd123c,70768,8,0.01,6000768,False,1,1,1,0,138,156,M,0.8
0,769,libero_spatial_task0,libero_spatial,0,02aa4058a4fe4324,70769,9,0.01,6000769,False,1,1,1,0,79,73,M,0.808
0,772,libero_object_task8,libero_object,8,463ef2feaec2c85c,70772,12,0.01,6000772,False,1,1,1,0,136,143,M,0.8
0,774,libero_goal_task2,libero_goal,2,cf0a5021e685e14d,70774,14,0.01,6000774,False,1,1,1,0,93,94,M,0.8
0,784,libero_goal_task2,libero_goal,2,760bc290f1ac6e1a,70784,24,0.01,6000784,False,1,1,1,0,85,95,M,0.8
0,788,libero_10_task5,libero_10,5,d1c1d135ba97dfe8,70788,28,0.01,6000788,False,1,1,1,0,152,166,M,0.8
0,796,libero_goal_task2,libero_goal,2,78fabe9b821598f1,70796,36,0.01,6000796,False,1,1,1,0,92,91,M,0.8
0,797,libero_object_task2,libero_object,2,4b11d57a31ffe2f8,70797,37,0.01,6000797,False,1,1,1,0,114,114,M,0.8
0,800,libero_spatial_task0,libero_spatial,0,731cda14bbe8520c,70800,0,0.01,6000800,False,1,1,1,0,81,79,M,0.804
0,802,libero_goal_task7,libero_goal,7,ec9849e9f7615c49,70802,2,0.01,6000802,False,1,1,1,0,77,71,M,0.8
0,805,libero_10_task2,libero_10,2,b91fa476999e596b,70805,5,0.01,6000805,False,1,1,1,0,227,226,M,0.8
0,808,libero_object_task4,libero_object,4,ff20b8a0e27a9802,70808,8,0.01,6000808,False,1,1,1,0,130,142,M,0.8
0,809,libero_10_task2,libero_10,2,4cc9c6b74c9ba20a,70809,9,0.01,6000809,False,1,1,1,0,230,244,M,0.8
0,819,libero_object_task8,libero_object,8,8a12e788ee377fd9,70819,19,0.01,6000819,False,1,1,1,0,135,147,M,0.8
0,825,libero_goal_task1,libero_goal,1,1d230c1c8ad5045b,70825,25,0.01,6000825,False,1,1,1,0,86,91,M,0.8
0,828,libero_object_task4,libero_object,4,e0f5c5179907e62e,70828,28,0.01,6000828,False,1,1,1,0,128,135,M,0.8
0,830,libero_object_task8,libero_object,8,73fe56a194f827e2,70830,30,0.01,6000830,False,1,1,1,0,136,145,M,0.8
0,832,libero_spatial_task0,libero_spatial,0,c2057492c7adb271,70832,32,0.01,6000832,False,1,1,1,0,81,81,M,0.8
0,833,libero_object_task2,libero_object,2,567f6bc0d3a283a4,70833,33,0.01,6000833,False,1,1,1,0,116,122,M,0.8
0,839,libero_goal_task4,libero_goal,4,0e74efa66579ee99,70839,39,0.01,6000839,False,1,1,1,0,92,91,M,0.8
0,840,libero_spatial_task0,libero_spatial,0,b8e2dacf0b286bbf,70840,0,0.01,6000840,False,1,1,1,0,81,78,M,0.8
0,842,libero_object_task8,libero_object,8,e92ac8a6eebd7246,70842,2,0.01,6000842,False,1,1,1,0,148,147,M,0.8
0,847,libero_goal_task7,libero_goal,7,5a451e447ac3fb0c,70847,7,0.01,6000847,False,1,1,1,0,69,71,M,0.8
0,848,libero_object_task2,libero_object,2,575af0910708254f,70848,8,0.01,6000848,False,1,1,1,0,115,114,M,0.8
0,851,libero_goal_task1,libero_goal,1,52a4dc4d07b7ff03,70851,11,0.01,6000851,False,1,1,1,0,93,88,M,0.8
0,853,libero_goal_task2,libero_goal,2,20b9a56c4fd3ddee,70853,13,0.01,6000853,False,1,1,1,0,98,104,M,0.8
0,865,libero_object_task8,libero_object,8,de596a0cec4c4b38,70865,25,0.01,6000865,False,1,1,1,0,136,153,M,0.8
0,868,libero_10_task5,libero_10,5,fd4d6cfeda263b2d,70868,28,0.01,6000868,False,1,1,1,0,229,180,M,0.8
0,876,libero_object_task4,libero_object,4,55b0924c96cddc37,70876,36,0.01,6000876,False,1,1,1,0,128,133,M,0.8
0,880,libero_object_task8,libero_object,8,51fb704022b7de92,70880,0,0.01,6000880,False,1,1,1,0,141,144,M,0.8
0,884,libero_object_task4,libero_object,4,493145880231f301,70884,4,0.01,6000884,False,1,1,1,0,128,134,M,0.8
0,885,libero_object_task2,libero_object,2,541ebb5c73aecb3c,70885,5,0.01,6000885,False,1,1,1,0,117,121,M,0.8
0,888,libero_10_task5,libero_10,5,381f9505419a5cbc,70888,8,0.01,6000888,False,1,1,1,0,149,150,M,0.8
0,891,libero_10_task2,libero_10,2,d06dd8fa9497d980,70891,11,0.01,6000891,False,0,0,1,-1,520,226,M,0.816
0,892,libero_goal_task2,libero_goal,2,902bd3efce5ae62b,70892,12,0.01,6000892,False,1,1,1,0,90,88,M,0.8
0,896,libero_object_task8,libero_object,8,608c35d9c9aa6cc1,70896,16,0.01,6000896,False,1,1,1,0,145,173,M,0.8
0,899,libero_object_task4,libero_object,4,5a5e1440e5846358,70899,19,0.01,6000899,False,1,1,1,0,137,140,M,0.8
0,901,libero_10_task5,libero_10,5,75690943883c510f,70901,21,0.01,6000901,False,1,1,1,0,167,167,M,0.8
0,903,libero_goal_task2,libero_goal,2,bd3df6b80ceb4042,70903,23,0.01,6000903,False,1,1,1,0,103,94,M,0.8
0,904,libero_10_task5,libero_10,5,884a3727bbd232e0,70904,24,0.01,6000904,False,1,1,1,0,229,168,M,0.8
0,905,libero_object_task2,libero_object,2,bda41b609250175d,70905,25,0.01,6000905,False,1,1,1,0,115,116,M,0.8
0,906,libero_object_task4,libero_object,4,9fb940bf19a328a2,70906,26,0.01,6000906,False,1,1,1,0,145,151,M,0.8
0,908,libero_object_task4,libero_object,4,91fc8fd3b138c112,70908,28,0.01,6000908,False,1,1,1,0,127,132,M,0.8
0,909,libero_goal_task4,libero_goal,4,c9aa33b309037f7f,70909,29,0.01,6000909,False,1,1,1,0,85,84,M,0.8
0,911,libero_object_task4,libero_object,4,aa9adb6eef217130,70911,31,0.01,6000911,False,1,1,1,0,136,131,M,0.8
0,915,libero_goal_task4,libero_goal,4,1b2d2c1f8e149e4e,70915,35,0.01,6000915,False,1,1,1,0,77,84,M,0.8
0,919,libero_goal_task7,libero_goal,7,599c7239011ac201,70919,39,0.01,6000919,False,1,1,1,0,71,68,M,0.8
0,921,libero_goal_task4,libero_goal,4,5190b59f3c90ac3b,70921,1,0.01,6000921,False,1,1,1,0,77,89,M,0.8
0,923,libero_object_task4,libero_object,4,565eedff644ae8c9,70923,3,0.01,6000923,False,1,1,1,0,135,147,M,0.8
0,927,libero_object_task8,libero_object,8,7037ce857134beaf,70927,7,0.01,6000927,False,1,1,1,0,134,145,M,0.8
0,928,libero_object_task4,libero_object,4,3ebfaa399987512d,70928,8,0.01,6000928,False,1,1,1,0,127,134,M,0.8
0,933,libero_object_task2,libero_object,2,dbf6b63b088bd675,70933,13,0.01,6000933,False,1,1,1,0,116,115,M,0.8
0,934,libero_object_task8,libero_object,8,10b4ad70b414255d,70934,14,0.01,6000934,False,1,1,1,0,133,144,M,0.8
0,938,libero_goal_task1,libero_goal,1,7e8c4ff8e9b2d591,70938,18,0.01,6000938,False,1,1,1,0,76,79,M,0.8
0,940,libero_object_task2,libero_object,2,c96ac641d8da3421,70940,20,0.01,6000940,False,1,1,1,0,118,113,M,0.8
0,943,libero_goal_task1,libero_goal,1,e9cb86fa639a4908,70943,23,0.01,6000943,False,1,1,1,0,88,92,M,0.8
0,945,libero_object_task8,libero_object,8,4315a220fc33304d,70945,25,0.01,6000945,False,1,1,1,0,134,156,M,0.8
0,952,libero_goal_task7,libero_goal,7,66e264f8d86dcf99,70952,32,0.01,6000952,False,1,1,1,0,71,78,M,0.8
0,953,libero_goal_task7,libero_goal,7,03b43c3391cbec88,70953,33,0.01,6000953,False,1,1,1,0,75,68,M,0.8
0,959,libero_goal_task7,libero_goal,7,c2fd7dfec0f854a5,70959,39,0.01,6000959,False,1,1,1,0,67,69,M,0.8
0,960,libero_object_task8,libero_object,8,289037b3364ff873,70960,0,0.01,6000960,False,1,1,1,0,138,139,M,0.8
0,966,libero_spatial_task0,libero_spatial,0,3155bf37fa835766,70966,6,0.01,6000966,False,1,1,1,0,83,79,M,0.8
0,968,libero_10_task5,libero_10,5,c35f8aeeb19f0fbf,70968,8,0.01,6000968,False,1,1,1,0,207,149,M,0.8
0,969,libero_spatial_task0,libero_spatial,0,1404b437639d12f6,70969,9,0.01,6000969,False,1,1,1,0,79,78,M,0.8
0,970,libero_object_task8,libero_object,8,4fb839ea094a3f50,70970,10,0.01,6000970,False,1,1,1,0,168,143,M,0.8
0,972,libero_goal_task2,libero_goal,2,769c4e286b7d40b6,70972,12,0.01,6000972,False,1,1,1,0,95,84,M,0.8
0,973,libero_goal_task7,libero_goal,7,6ca5c45ec802a2d8,70973,13,0.01,6000973,False,1,1,1,0,71,72,M,0.8
0,979,libero_object_task8,libero_object,8,2c0fd597871232bf,70979,19,0.01,6000979,False,1,1,1,0,137,144,M,0.8
0,981,libero_goal_task2,libero_goal,2,865c5957d6c1e54a,70981,21,0.01,6000981,False,1,1,1,0,88,89,M,0.8
0,992,libero_object_task2,libero_object,2,f3929403625eb108,70992,32,0.01,6000992,False,1,1,1,0,112,122,M,0.8
0,994,libero_object_task8,libero_object,8,ca02c83d9b835c4c,70994,34,0.01,6000994,False,1,1,1,0,138,146,M,0.8
0,996,libero_goal_task1,libero_goal,1,3632bda8fb189bf8,70996,36,0.01,6000996,False,1,1,1,0,81,86,M,0.8
0,998,libero_object_task4,libero_object,4,752806d4787a1788,70998,38,0.01,6000998,False,1,1,1,0,129,135,M,0.8
0,999,libero_object_task4,libero_object,4,b8135cd119496318,70999,39,0.01,6000999,False,1,1,1,0,137,136,M,0.8
0,1005,libero_object_task4,libero_object,4,5e6539d5946a60a8,71005,5,0.01,6001005,False,1,1,1,0,127,136,M,0.8
0,1007,libero_10_task5,libero_10,5,a03db537aa2ae008,71007,7,0.01,6001007,False,1,1,1,0,188,175,M,0.8
0,1008,libero_object_task2,libero_object,2,cee544cc1afa8c62,71008,8,0.01,6001008,False,1,1,1,0,116,159,M,0.8
0,1010,libero_object_task2,libero_object,2,445e27a79b57bd0e,71010,10,0.01,6001010,False,1,1,1,0,115,114,M,0.8
0,1011,libero_object_task8,libero_object,8,d5e8341c8e45065a,71011,11,0.01,6001011,False,1,1,1,0,128,170,M,0.8
0,1013,libero_goal_task2,libero_goal,2,cebd6e14035c9fb4,71013,13,0.01,6001013,False,1,1,1,0,100,93,M,0.8
0,1015,libero_goal_task1,libero_goal,1,13446ca6ec6cf355,71015,15,0.01,6001015,False,1,1,1,0,80,89,M,0.8
0,1020,libero_object_task4,libero_object,4,f78cf092953b7a33,71020,20,0.01,6001020,False,1,1,1,0,135,143,M,0.8
0,1025,libero_object_task2,libero_object,2,046be930c0866864,71025,25,0.01,6001025,False,1,1,1,0,115,120,M,0.8
0,1026,libero_goal_task4,libero_goal,4,792d05a07b77c8b1,71026,26,0.01,6001026,False,1,1,1,0,83,90,M,0.8
0,1027,libero_object_task8,libero_object,8,155379f92e5a1c97,71027,27,0.01,6001027,False,1,1,1,0,135,145,M,0.8
0,1030,libero_10_task5,libero_10,5,c276ce34e628e9fb,71030,30,0.01,6001030,False,1,1,1,0,183,150,M,0.8
0,1031,libero_10_task5,libero_10,5,891cd2cac9c23d7f,71031,31,0.01,6001031,False,1,1,1,0,253,199,M,0.8
0,1032,libero_goal_task1,libero_goal,1,de592366de42697a,71032,32,0.01,6001032,False,1,1,1,0,80,82,M,0.8
0,1033,libero_object_task2,libero_object,2,86cdf7eed09df8ce,71033,33,0.01,6001033,False,1,1,1,0,121,118,M,0.8
0,1034,libero_spatial_task0,libero_spatial,0,0aafadf3c5bf5c50,71034,34,0.01,6001034,False,1,1,1,0,78,72,M,0.8
0,1039,libero_object_task8,libero_object,8,5cab0643ae63aea5,71039,39,0.01,6001039,False,1,1,1,0,136,141,M,0.8
0,1044,libero_goal_task4,libero_goal,4,fb70006451b633de,71044,4,0.01,6001044,False,1,1,1,0,83,88,M,0.8
0,1045,libero_goal_task2,libero_goal,2,7d4d899a97a12676,71045,5,0.01,6001045,False,1,1,1,0,91,82,M,0.8
0,1049,libero_object_task8,libero_object,8,3f11144bf46e15a5,71049,9,0.01,6001049,False,1,1,1,0,147,142,M,0.8
0,1052,libero_spatial_task0,libero_spatial,0,cce5b643dfd7b1dc,71052,12,0.01,6001052,False,1,1,1,0,80,79,M,0.8
0,1054,libero_goal_task4,libero_goal,4,ed577fa162353eaa,71054,14,0.01,6001054,False,1,1,1,0,81,89,M,0.8
0,1055,libero_10_task5,libero_10,5,b418517d9b1bd69f,71055,15,0.01,6001055,False,1,1,1,0,277,153,M,0.8
0,1058,libero_goal_task1,libero_goal,1,299e73c872eadb8e,71058,18,0.01,6001058,False,1,1,1,0,79,91,M,0.8
0,1062,libero_spatial_task0,libero_spatial,0,44c878b04fe60e58,71062,22,0.01,6001062,False,1,1,1,0,81,83,M,0.8
0,1067,libero_10_task5,libero_10,5,1e8838660859342d,71067,27,0.01,6001067,False,1,1,1,0,287,232,M,0.8
0,1069,libero_goal_task2,libero_goal,2,cee22617dcfe33e6,71069,29,0.01,6001069,False,1,1,1,0,83,85,M,0.8
0,1070,libero_goal_task7,libero_goal,7,3f361d77b9841090,71070,30,0.01,6001070,False,1,1,1,0,73,66,M,0.8
0,1071,libero_goal_task7,libero_goal,7,955ce321b5f5f1fd,71071,31,0.01,6001071,False,1,1,1,0,71,73,M,0.8
0,1074,libero_goal_task2,libero_goal,2,9e2c01ba02f6fc32,71074,34,0.01,6001074,False,1,1,1,0,107,100,M,0.8
0,1075,libero_goal_task1,libero_goal,1,56d96ccc814f9fd2,71075,35,0.01,6001075,False,1,1,1,0,74,80,M,0.8
0,1077,libero_10_task5,libero_10,5,b520e10f48e10a3b,71077,37,0.01,6001077,False,1,1,1,0,160,157,M,0.8
0,1078,libero_object_task2,libero_object,2,5752fb5838c926da,71078,38,0.01,6001078,False,1,1,1,0,114,118,M,0.8
0,1079,libero_goal_task1,libero_goal,1,78e9d624bb4228c9,71079,39,0.01,6001079,False,1,1,1,0,89,97,M,0.8
0,1081,libero_goal_task4,libero_goal,4,dc8b8ec7e2835490,71081,1,0.01,6001081,False,1,1,1,0,81,87,M,0.8
0,1086,libero_object_task8,libero_object,8,2856000fc15ba101,71086,6,0.01,6001086,False,0,0,1,-1,280,144,M,0.816
0,1087,libero_goal_task7,libero_goal,7,9edc1c59e89405de,71087,7,0.01,6001087,False,1,1,1,0,72,84,M,0.8
0,1091,libero_object_task2,libero_object,2,4ef5944753439a7e,71091,11,0.01,6001091,False,1,1,1,0,114,111,M,0.8
0,1093,libero_goal_task4,libero_goal,4,1c11c7439d307491,71093,13,0.01,6001093,False,1,1,1,0,77,85,M,0.8
0,1096,libero_goal_task2,libero_goal,2,7df9f3efe6416702,71096,16,0.01,6001096,False,1,1,1,0,92,93,M,0.8
0,1101,libero_goal_task7,libero_goal,7,b2a23fef262c64c8,71101,21,0.01,6001101,False,1,1,1,0,68,64,M,0.8
0,1104,libero_goal_task2,libero_goal,2,0fb11b212c974210,71104,24,0.01,6001104,False,1,1,1,0,87,90,M,0.8
0,1105,libero_10_task5,libero_10,5,cb30155423117284,71105,25,0.01,6001105,False,1,1,1,0,253,218,M,0.8
0,1107,libero_goal_task4,libero_goal,4,70b29bd7ff1d8d63,71107,27,0.01,6001107,False,1,1,1,0,79,83,M,0.8
0,1109,libero_object_task4,libero_object,4,05b233bedd853151,71109,29,0.01,6001109,False,1,1,1,0,127,129,M,0.8
0,1110,libero_object_task2,libero_object,2,75d49e429d31c191,71110,30,0.01,6001110,False,1,1,1,0,107,118,M,0.8
0,1113,libero_goal_task2,libero_goal,2,03cb2ec353f1850e,71113,33,0.01,6001113,False,1,1,1,0,95,96,M,0.8
0,1114,libero_goal_task7,libero_goal,7,111bd2c14147475d,71114,34,0.01,6001114,False,1,1,1,0,72,78,M,0.8
0,1115,libero_goal_task4,libero_goal,4,13f0832d8188805f,71115,35,0.01,6001115,False,1,1,1,0,78,81,M,0.8
0,1116,libero_object_task8,libero_object,8,753f12bba4d2f227,71116,36,0.01,6001116,False,1,1,1,0,138,154,M,0.812
0,1118,libero_goal_task1,libero_goal,1,4ec0324b6cfb2d33,71118,38,0.01,6001118,False,1,1,1,0,85,86,M,0.8
0,1120,libero_object_task8,libero_object,8,75fbb4a3857dd124,71120,0,0.01,6001120,False,1,1,1,0,138,140,M,0.808
0,1123,libero_goal_task1,libero_goal,1,7f0a903676fa22fc,71123,3,0.01,6001123,False,1,1,1,0,83,85,M,0.8
0,1126,libero_object_task4,libero_object,4,cc82d4824a3d807e,71126,6,0.01,6001126,False,1,1,1,0,129,129,M,0.8
0,1128,libero_object_task2,libero_object,2,c56bb344154725b7,71128,8,0.01,6001128,False,1,1,1,0,115,121,M,0.8
0,1129,libero_goal_task7,libero_goal,7,7908dac2622fb481,71129,9,0.01,6001129,False,1,1,1,0,68,72,M,0.8
0,1139,libero_goal_task4,libero_goal,4,3c8c798ff77dbcbf,71139,19,0.01,6001139,False,1,1,1,0,83,89,M,0.8
0,1142,libero_goal_task2,libero_goal,2,a0c7eb19ccb6b081,71142,22,0.01,6001142,False,1,1,1,0,97,93,M,0.8
0,1144,libero_goal_task1,libero_goal,1,58d7e358757fa999,71144,24,0.01,6001144,False,1,1,1,0,84,89,M,0.8
0,1145,libero_goal_task4,libero_goal,4,23e0fdb2052b7143,71145,25,0.01,6001145,False,1,1,1,0,85,88,M,0.8
0,1148,libero_goal_task2,libero_goal,2,e6d674d6178e6ca7,71148,28,0.01,6001148,False,1,1,0,1,104,300,M,0.8
0,1150,libero_10_task5,libero_10,5,da13c89621e0f9a4,71150,30,0.01,6001150,False,1,1,1,0,156,180,M,0.8
0,1154,libero_goal_task7,libero_goal,7,8479e572b9bc2586,71154,34,0.01,6001154,False,1,1,1,0,72,76,M,0.8
0,1155,libero_object_task8,libero_object,8,fd8245f4e7a5281f,71155,35,0.01,6001155,False,1,1,1,0,129,143,M,0.804
0,1157,libero_object_task2,libero_object,2,138a8d860a9031be,71157,37,0.01,6001157,False,1,1,1,0,111,117,M,0.8
0,1160,libero_goal_task1,libero_goal,1,105077389226efc1,71160,0,0.01,6001160,False,1,1,1,0,85,86,M,0.8
0,1163,libero_goal_task7,libero_goal,7,fe6d89ed62f37a64,71163,3,0.01,6001163,False,1,1,1,0,71,77,M,0.8
0,1167,libero_goal_task4,libero_goal,4,0612bb689aa81f25,71167,7,0.01,6001167,False,1,1,1,0,76,83,M,0.8
0,1168,libero_goal_task4,libero_goal,4,e5c837a2a06b7b39,71168,8,0.01,6001168,False,1,1,1,0,80,88,M,0.8
0,1170,libero_object_task8,libero_object,8,90743f9cb811af23,71170,10,0.01,6001170,False,1,1,1,0,166,145,M,0.8
0,1173,libero_10_task5,libero_10,5,bc83abd0056d77b6,71173,13,0.01,6001173,False,1,1,1,0,154,168,M,0.8
0,1177,libero_10_task5,libero_10,5,7984c1a92edd9345,71177,17,0.01,6001177,False,1,1,1,0,171,196,M,0.8
